source_json,company_id,company_name,report_year,source_doc_id,risk_name,category,subcategory,exposure_score,evidence_quotes,evidence_interpretations,reason,mitigants,metric_hints,need_human_review,quality_sufficiency,quality_need_human_review,quality_notes
output/risk_exposure_sw3_430101_25_strict/02_stage2/A000042_2023/A000042_2023_risk_exposure.json,A000042,中洲控股,2023,A000042_2023,房地产项目资产减值,市场价格,资产价值波动,3,受部分房地产项目计提资产减值准备影响，归属于上市公司股东的净利润-18.45亿元。,年报显示净利润亏损18.45亿元，直接原因是部分房地产项目计提资产减值准备，表明资产价值下跌对利润产生了重大负面冲击。,该证据明确量化了资产减值对净利润的直接损失，金额巨大，暴露程度高。,公司开展存量物业盘活，出租率及租金收入超额完成任务 || 严控资金，保障现金流平稳,资产减值损失金额（如存货跌价准备） || 净利润、毛利率变化,False,sufficient,False,"Evidence quotes are directly from the annual report, covering key risk areas with quantifiable data for two high-severity risks and clear descriptions for moderate risks."
output/risk_exposure_sw3_430101_25_strict/02_stage2/A000090_2023/A000090_2023_risk_exposure.json,A000090,天健集团,2023,A000090_2023,房地产行业成本上升导致毛利率大幅下降,市场价格,营业成本,3,"分行业建筑施工业 | 19,291,605,961.95 | 18,095,193,091.16 | 6.20% | 4.79% | 4.76% | 0.03%房地产业 | 10,339,912,634.12 | 7,615,528,786.24 | 26.35% | 3.07% | 31.26% | -15.82%物业租赁业 | 399,900,539.29 | 278,717,311.85 | 30.30% | 11.44% | -0.31% | 8.22%",房地产业营业收入仅增长3.07%，但营业成本大幅增长31.26%，导致毛利率同比下降15.82个百分点，表明成本端压力巨大，直接影响利润水平。,营业成本增速远超收入增速（31.26% vs 3.07%），毛利率骤降15.82个百分点，对房地产业盈利产生重大负面影响，属于高暴露风险。,,房地产业毛利率同比变动-15.82%,False,sufficient,False,基于年报中明确的毛利率变动和担保余额数据，识别出两项重大风险，证据充分且直接。
output/risk_exposure_sw3_430101_25_strict/02_stage2/A000517_2023/A000517_2023_risk_exposure.json,A000517,荣安地产,2023,A000517_2023,毛利率下降风险,市场价格,成本上升导致毛利压缩,3,"分行业 |  | 房屋销售 | 22,068,469,810.64 | 19,828,129,761.76 | 10.15% | 59.08% | 78.80% | -9.91%",房屋销售营业收入增长59.08%，营业成本增长78.80%，毛利率同比下降9.91个百分点，成本增长显著快于收入，直接侵蚀利润。,核心业务毛利率大幅下降，且成本增速远超收入，对盈利能力构成直接且可量化的重大影响，故为高暴露。,公司全面执行费用预算，实时跟踪控制。,毛利率 || 营业收入增长率 || 营业成本增长率,False,sufficient,False,四类风险均有明确的连续原文证据支持，数据量化充分，无需人工复核。
output/risk_exposure_sw3_430101_25_strict/02_stage2/A000573_2023/A000573_2023_risk_exposure.json,A000573,粤宏远Ａ,2023,A000573_2023,产品价格波动风险,市场价格,大宗商品价格,3,"董事会于2023年3月21日审议通过《关于下属企业继续开展商品期货套期保值业务的议案》，下属企业英德市新裕有色金属再生资源制品有限公司为有效降低产品价格波动影响所致的经营风险，于上海期货交易所等境内期货交易所开展商品期货套期保值业务，交易品种包括铅、金、银、铜、锡等期货合约，预计动用的交易保证金和权利金上限在任一时点金额不超过3000万元、预计任一交易日持有的最高合约价值不超过20000万元 || 废旧铅蓄电池回收 | 233,303,632.19 | 238,349,674.20 | -2.16%",公司通过套期保值业务主动对冲产品价格波动风险，表明该风险对公司经营有显著影响，且套期保值规模较大（保证金上限3000万元，合约价值上限2亿元） || 废旧铅蓄电池回收业务毛利率为-2.16%，营业成本高于收入，直接表明价格或成本风险已导致该业务亏损，对公司利润造成重大负面影响,废旧铅蓄电池回收业务收入占公司总收入的66%以上，负毛利率直接侵蚀利润；公司专门开展套期保值应对价格波动，说明该风险对经营影响重大,开展商品期货套期保值业务,废旧铅蓄电池回收业务毛利率-2.16% || 套期保值保证金上限3000万元 || 套期保值合约价值上限20000万元,False,sufficient,False,基于年报中明确的套期保值业务、毛利率数据、客户/供应商集中度及现金流证据，风险暴露识别充分
output/risk_exposure_sw3_430101_25_strict/02_stage2/A000631_2023/A000631_2023_risk_exposure.json,A000631,顺发恒业,2023,A000631_2023,房地产开发毛利率大幅下降,市场价格,开发成本,3,"房地产开发 | 2,012,599,163. 64 | 1,680,788,891.99 | 16.49% | 2,991.79% | 14,533.55% | -65.87%",该数据显示房地产开发业务的营业成本同比增长14533.55%，远高于营业收入同比增长2991.79%，导致毛利率同比下降65.87个百分点至16.49%，严重侵蚀盈利能力。,成本增速远超收入增速，毛利率急剧下降，直接削弱房地产开发板块的利润贡献，对公司整体盈利构成重大威胁。,保持财务稳健，加强资金监管和统筹管理，在新项目拓展、建设中控制成本,毛利率16.49%，同比变动-65.87%,False,sufficient,False,所有风险均有明确的年报原文证据支撑，关键金额、比例及同比数据均完整可查。
output/risk_exposure_sw3_430101_25_strict/02_stage2/A000926_2023/A000926_2023_risk_exposure.json,A000926,福星股份,2023,A000926_2023,住房价格波动,市场价格,房地产价格,3,"同时，公司在经营过程中可能面临住房价格波动 || 公允价值变动损益 | -46,040,454.31 | -15.82% | 主要系本期公司投资性房地产公允价值变动所致 || 资产减值损失（损失以“一”号填列) | -63,222,342.38 | -21.73% | 主要系本期计提存货跌价准备所致","公司明确披露住房价格波动风险，可能影响项目盈利能力。 || 公允价值变动损失占利润总额-15.82%，直接由房价波动导致，对利润产生重大负面影响。 || 存货跌价准备63,222,342.38元，反映房价下跌导致的资产减值风险，进一步侵蚀利润。",公司披露住房价格波动风险，且公允价值变动和存货减值合计超1亿元，对利润产生重大负面影响，暴露度高。,公司紧跟政策导向，加强宏观政策跟踪研究，积极部署，强化开发节奏，转变销售策略,"投资性房地产公允价值变动损益-46,040,454.31元 || 存货跌价准备-63,222,342.38元",False,sufficient,False,证据充分覆盖主要风险，引用原文准确，无缺失关键信息
output/risk_exposure_sw3_430101_25_strict/02_stage2/A000965_2023/A000965_2023_risk_exposure.json,A000965,天保基建,2023,A000965_2023,房地产销售成本上升,市场价格,建安成本,3,房地产销售成本与去年同期相比增加 54.07%，主要是报告期内满足结转收入条件的项目毛利降低所致。,成本同比大幅增加54.07%，毛利率降低，显示市场价格风险对利润的直接冲击。,成本上升直接压缩毛利，且幅度巨大（54.07%），对盈利产生重大影响。,,房地产销售成本同比增加54.07% || 毛利率比上年同期增减-15.90%,False,sufficient,False,证据包括明确的风险描述、财务数据表格和子公司经营细节，支撑了9条风险暴露的提取。
output/risk_exposure_sw3_430101_25_strict/02_stage2/A000668_2023/A000668_2023_risk_exposure.json,A000668,荣丰控股,2023,A000668_2023,政策监管风险,政策监管,房地产调控政策,3,国家制定的政策对房地产行业有着深远的影响，目前房地产政策环境处于宽松期，但市场预期偏弱，需求不足，行业整体仍面临较大的下行压力，未来调控政策优化程度及托底力度对公司经营有较大影响，公司将继续密切关注相关政策的变化，适时调整经营策略，降低经营风险。,年报明确将政策风险列为首要风险，指出政策环境虽宽松但预期弱、需求不足，行业下行压力大，政策未来变化将直接对公司经营产生较大影响，暴露程度高。,公司直接披露政策风险，并说明未来调控政策优化程度及托底力度对公司经营有较大影响，结合行业下行和公司业绩恶化，政策不确定性显著威胁公司经营。,公司将继续密切关注相关政策的变化，适时调整经营策略。,房地产政策环境处于宽松期但市场预期偏弱,False,sufficient,False,主要风险来自年报正文的风险提示、财务数据表格和客户/供应商集中度披露，数据支撑充分，无需人工审核。
output/risk_exposure_sw3_430101_25_strict/02_stage2/A000718_2023/A000718_2023_risk_exposure.json,A000718,苏宁环球,2023,A000718_2023,营业外支出重大风险（保证金损失及违约金）,诉讼合规治理,合同纠纷与行政处罚,3,"营业外支出 | 132, 590, 768. 27 | 49.40% | 主要系建设工程保证金损失及逾期缴纳形成的违约金。 || 除上述各项之外的其他营业外收入和支出 | -116,419,839.48 | -27,353,419.88 | 11,097,182. 35 | 主要系建设工程保证金损失及逾期缴纳形成的违约金",营业外支出金额巨大（1.33亿元），占利润总额49.40%，表明公司面临严重的保证金损失和逾期违约金问题，直接影响当期利润。 || 非经常性损益中其他营业外支出高达-1.16亿元，进一步确认了保证金损失及违约金的重大影响。,两项证据均指向建设工程保证金损失及逾期违约金，金额占比极高，严重影响公司盈利能力和合规状态。,,营业外支出金额 || 营业外支出占利润总额比例,False,sufficient,True,风险识别主要依赖财务表格和特殊事项披露，部分风险（如医疗美容成本上升）缺乏成本结构细节，需人工复核是否涉及更深层因素。
output/risk_exposure_sw3_430101_25_strict/02_stage2/A000809_2023/A000809_2023_risk_exposure.json,A000809,铁岭新城,2023,A000809_2023,退市风险警示,诉讼合规治理,退市风险警示,3,公司2023年度经审计的扣除非经常性损益净利润为负值且扣除后营业收入低于1亿元，根据《深圳证券交易所股票上市规则》第9.3.1条第一款第（一）项之规定，公司股票交易将被深圳证券交易所实施退市风险警示。,公司触发退市风险警示条件，对持续经营和合规状态构成直接重大影响。,退市风险警示直接威胁公司上市地位，严重影响经营连续性和声誉，暴露程度高。,,扣非净利润为负值且扣除后营业收入低于1亿元,False,sufficient,False,证据均来源于年报原文，风险点清晰，量化数据充分，覆盖政策、财务、合规、供应链、需求、客户履约等领域，共7条风险暴露，未超出12条上限。
output/risk_exposure_sw3_430101_25_strict/02_stage2/A000838_2023/A000838_2023_risk_exposure.json,A000838,财信发展,2023,A000838_2023,诉讼及合规风险,诉讼合规治理,监管处罚,3,"2023 年，公司抽查往年事项发现 2020 年公司对间接参股公司深圳市财信新领航置业有限公司提供财务资助 2,000 万元，由于旧改项目未最终落地，前述财务资助于 2021 年转至非关联方深圳信展投资控股有限公司。上述对外提供财务资助事项，公司未签订协议，未履行审议程序并及时进行临时公告。同时，2024 年 3 月中国证券监督管理委员会重庆监管局针对此事项发布行政监管措施决定书【2024】6 号《关于对财信地产发展集团股份有限公司采取责令改正措施的决定》。",公司存在未履行审议程序的财务资助违规行为，并收到证监局责令改正决定，面临监管处罚和整改压力。,违规提供财务资助、未履行审议程序已被监管出具责令改正措施，暴露公司治理和合规风险，暴露程度高。,公司已补签协议、召开董事会审议补充确认、发布公告、进行内部整改,财务资助金额2000万元 || 行政监管措施决定书编号,False,sufficient,False,证据均来自年报原文，覆盖主要风险领域，数据详实。
output/risk_exposure_sw3_430101_25_strict/02_stage2/A000909_2023/A000909_2023_risk_exposure.json,A000909,ST数源,2023,A000909_2023,监管处罚与信息披露违规风险,诉讼合规治理,信息披露违规,3,"2023年7月14日，公司时任董事长章国经、总经理吴小刚、财务总监李兴哲、董事会秘书高晓娟收到中国证券监督管理委员会浙江监管局下发的《关于对数源科技股份有限公司及相关责任人员采取出具警示函监管措施的决定》，公司于2023年1月31日披露《2022年度业绩预告》，预计2022年度实现归属于上市公司股东的净利润为亏损5,000万元至7,500万元。2023年4月20日，数源科技披露《2022年度业绩预告修正公告》，修正后预计2022年度实现归属于上市公司股东的净利润为亏损29,130万元至37,870万元。业绩预告相关信息披露不准确。 || 2023年11月15日，公司时任董事长章国经、总经理吴小刚、财务总监李兴哲收到深圳证券交易所下发的《关于对数源科技股份有限公司及相关当事人给予通报批评处分的决定》（深证上〔2023〕1050号）。",公司因2022年度业绩预告严重不准确被浙江证监局出具警示函，表明存在信息披露违规风险，直接暴露合规问题。 || 深交所对公司及相关责任人给予通报批评处分，进一步强化了监管处罚风险，影响公司治理和资本市场信任。,年报披露近三年三次证券监管机构处罚，包括警示函和通报批评，涉及业绩预告差错、财务资助未披露等，表明公司在信息披露和内控合规方面存在重大缺陷，对经营连续性和合规状态构成直接威胁。,公司在经营计划中提出优化业务及管理流程、完善内控制度等改善措施。,监管处罚次数 || 处罚类型,False,sufficient,False,通过年报证据抽取了6条风险，包括3条高风险（诉讼合规、财务流动性、客户集中度），1条中风险（市场价格波动），2条低风险（政策、竞争）。每条风险均有明确原文证据支撑，证据充分。
output/risk_exposure_sw3_430101_25_strict/02_stage2/A000006_2023/A000006_2023_risk_exposure.json,A000006,深振业Ａ,2023,A000006_2023,经营活动现金流恶化,财务流动性,现金流,3,"经营活动现金流入小计 2023 年较上年减少 42.30% ，主要系销售回款减少所致。 || 现金及现金等价物净增加额 | -910,763,543.45 | 1,863,139,037.49 | -148.88%",经营活动现金流入同比减少42.30%，直接反映销售回款能力下降，削弱了公司内部现金生成能力。 || 现金及现金等价物净增加额为负值9.1亿元，较上年正值下降148.88%，显示公司整体现金状况恶化。,经营活动现金流入大幅下降42.30%，同时现金净额由正转负，减少约9.1亿元，表明公司现金流紧张，可能影响日常运营和偿债能力。,公司将加快项目去化速度，保证公司现金流的安全稳定,"经营活动现金流入同比变动-42.30% || 现金及现金等价物净增加额-910,763,543.45元",False,sufficient,False,证据主要来自财务数据和表格，可支撑上述风险判断。存货减值、现金流恶化、收入下降等证据直接且明确，担保和供应商集中度证据充分。
output/risk_exposure_sw3_430101_25_strict/02_stage2/A000036_2023/A000036_2023_risk_exposure.json,A000036,华联控股,2023,A000036_2023,现金流紧张风险,财务流动性,经营活动现金流,3,"经营活动产生的现金流量净额 | -324,202,909.61 | -686,218,067.33 | 64,631,773.68 | 7,669,890.93",2023年第一、二季度经营活动现金净流量为较大负数，全年合计约-9.38亿元，显示公司经营性现金净流出，流动性压力显著。,全年经营活动现金流为负，且金额超过9亿元，直接影响公司支付能力、偿债能力和持续经营。,财务部门要做好资金筹措和统筹资金使用，为在建、拟建地产项目提供资金保障和支持,经营活动产生的现金流量净额年度合计约-9.38亿元,False,sufficient,False,风险证据主要来源于年报风险因素分析段落和分季度财务数据，证据充分。
output/risk_exposure_sw3_430101_25_strict/02_stage2/A000517_2023/A000517_2023_risk_exposure.json,A000517,荣安地产,2023,A000517_2023,季度业绩大幅波动风险,财务流动性,季度盈利与现金流波动,3,"归属于上市公司股东的净利润 | 648,299,336.51 | 203,568,351.73 | 169,645,129.86 | -664,020,534.66 归属于上市公司股东的扣除非经常性损益的净利润 | 439,300,906.65 | 283,924,321.75 | 214,242,049.26 | -654,074,080.32 经营活动产生的现金流量净额 | 1,308,321,937.07 | 576,224,105.06 | 577,616,070.60 | -33,813,460.34",第四季度归属于上市公司股东的净利润为-6.64亿元，经营活动现金流量净额为-0.34亿元，显示当季盈利严重恶化并出现现金流净流出。,第四季度亏损超6亿且经营现金流为负，直接反映公司短期财务状况恶化，对现金流和盈利能力构成重大风险，故为高暴露。,公司坚持快速开工、快速开盘、快速回笼资金的开发策略，实现现金流和利润的平衡。,季度净利润 || 季度经营活动现金流量净额,False,sufficient,False,四类风险均有明确的连续原文证据支持，数据量化充分，无需人工复核。
output/risk_exposure_sw3_430101_25_strict/02_stage2/A000573_2023/A000573_2023_risk_exposure.json,A000573,粤宏远Ａ,2023,A000573_2023,现金流风险,财务流动性,经营现金流,3,"经营活动产生的现金流量净额 | -34,601,698. 31 | -25,255,795. 30 | -231,851, 538. 07 | -6, 707,468. 82",经营活动现金流量净额连续四个季度为负，第三季度净流出高达2.32亿元，表明公司经营现金流持续紧张，可能面临流动性压力,持续为负的经营现金流直接影响公司日常运营和偿债能力，第三季度大幅负值更凸显流动性风险,,"经营活动现金流量净额：Q1 -34.6M, Q2 -25.3M, Q3 -231.9M, Q4 -6.7M",False,sufficient,False,基于年报中明确的套期保值业务、毛利率数据、客户/供应商集中度及现金流证据，风险暴露识别充分
output/risk_exposure_sw3_430101_25_strict/02_stage2/A000609_2023/A000609_2023_risk_exposure.json,A000609,中迪投资,2023,A000609_2023,持续经营重大不确定性,财务流动性,持续经营,3,"公司连续四年经营亏损，2023 年 12月 31 日合并资产负债表的货币资金余额为 35,088,243.12 元，一年内到期的长期借款余额为 512,163,927.87 元。前述事项表明存在可能导致对中迪投资持续经营能力产生重大疑虑的重大不确定性。 || 2024 年1季度，销售回款 4,105.10 万元，经营活动产生现金流量净额 1,772.45 万元。",直接表明公司连续四年亏损，货币资金远低于一年内到期长债，审计认为存在持续经营重大不确定性，暴露程度极高。 || 补充信息显示2024年一季度现金流改善，但未能消除持续经营风险。,货币资金仅3508万元，而一年内到期长期借款5.12亿元，缺口巨大且连续四年亏损，直接影响持续经营能力。,公司拟通过保交楼资金、债务重组、降息、引入战略伙伴等措施化解风险,货币资金/一年内到期长期借款=0.0685 || 连续亏损年数=4,False,sufficient,False,证据覆盖持续经营、供应商集中、收入下滑、财务费用及资产受限，重大风险均已识别。
output/risk_exposure_sw3_430101_25_strict/02_stage2/A000718_2023/A000718_2023_risk_exposure.json,A000718,苏宁环球,2023,A000718_2023,现金流恶化风险,财务流动性,经营及筹资现金流,3,"现金及现金等价物净增加额 | -417,159,400. 01 | 528,169,108.81 | -178.98% || 经营活动产生的现金流量净额 | 19,326,758.38 | 388,513,547. 67 | 407,766,177. 65 | -307,504,672. 48 || 筹资活动产生的现金流量净额 | -530,800,656.68 | -248,489,685. 03 | 113. 61% || 投资活动产生的现金流量净额 | -394,486,617. 59 | -17,109,705. 60 | 2,205.63%",现金及现金等价物净减少4.17亿元，同比下降178.98%，表明公司整体流动性显著恶化。 || 第四季度经营活动现金流净额为-3.08亿元，显示期末现金流压力。 || 筹资活动现金流净额减少5.31亿元，降幅113.61%，主要系归还银行贷款，增加融资压力。 || 投资活动现金流大幅流出3.94亿元，主要因购买总部办公大楼，进一步消耗现金储备。,多项现金流指标均显示公司2023年面临严重的现金流出压力，筹资和投资活动大幅消耗现金，可能导致流动性危机。,,现金及现金等价物净增加额 || 经营活动现金流净额（第四季度） || 筹资活动现金流净额,False,sufficient,True,风险识别主要依赖财务表格和特殊事项披露，部分风险（如医疗美容成本上升）缺乏成本结构细节，需人工复核是否涉及更深层因素。
