source_json,company_id,company_name,report_year,source_doc_id,risk_name,category,subcategory,exposure_score,evidence_quotes,evidence_interpretations,reason,mitigants,metric_hints,need_human_review,quality_sufficiency,quality_need_human_review,quality_notes
output/risk_exposure_sw3_430101_25_strict/02_stage2/A000006_2023/A000006_2023_risk_exposure.json,A000006,深振业Ａ,2023,A000006_2023,供应商集中度风险,供应链,采购集中,2,"前五名供应商合计采购金额（元） | 630,587,114.18 || 前五名供应商合计采购金额占年度采购总额比例 | 22.57%",前五名供应商采购总额为6.31亿元，显示公司采购集中于少数供应商。 || 前五名供应商采购占比22.57%，表明公司对主要供应商存在一定依赖，可能因供应商问题影响供应链稳定。,前五名供应商合计采购金额占年度采购总额的22.57%，集中度相对较高，若供应商出现交付或价格问题，可能影响项目进度和成本。,,前五名供应商采购占比22.57%,False,sufficient,False,证据主要来自财务数据和表格，可支撑上述风险判断。存货减值、现金流恶化、收入下降等证据直接且明确，担保和供应商集中度证据充分。
output/risk_exposure_sw3_430101_25_strict/02_stage2/A000011_2023/A000011_2023_risk_exposure.json,A000011,深物业A,2023,A000011_2023,房地产需求下滑,需求周期,房地产行业周期,3,"房地产 | 1,234,537,188.62 | 818,496,053.38 | 33.70% | -35.49% | 88.84% | -43.65%",房地产业务营业收入同比下降35.49%，营业成本同比上升88.84%，毛利率下降43.65个百分点，表明市场需求显著萎缩且成本失控，对收入和利润构成重大冲击。,房地产收入大幅下降、成本激增、毛利率暴跌，直接反映了需求周期下行风险，且影响金额大，对公司整体业绩影响显著。,,房地产营业收入同比增速: -35.49% || 房地产营业成本同比增速: 88.84% || 房地产毛利率同比变动: -43.65个百分点,False,sufficient,False,证据覆盖主要财务指标、集中度、融资、诉讼、汇率等领域，均来自年报原文，足以支撑风险判断。
output/risk_exposure_sw3_430101_25_strict/02_stage2/A000011_2023/A000011_2023_risk_exposure.json,A000011,深物业A,2023,A000011_2023,地区收入集中度风险,客户信用/集中度,地区集中度,3,"深圳 | 2,569,038,060.46 | 86.64% | 3,122,667,234.12 | 84.20% | -17.73% 其他 | 396,078,964.58 | 13.36% | 586,001,812.73 | 15.80% | -32.41%",深圳地区收入占总收入86.64%，且同比下降17.73%，其他地区仅占13.36%且下降32.41%，收入高度集中于单一地区，若深圳市场恶化将对公司收入产生重大不利影响。,收入高度集中于深圳地区（86.64%），且该地区收入同比下降，集中度风险暴露程度高，一旦深圳市场波动将严重影响公司整体收入。,,深圳地区收入占比: 86.64% || 深圳地区收入同比变动: -17.73% || 其他地区收入占比: 13.36%,False,sufficient,False,证据覆盖主要财务指标、集中度、融资、诉讼、汇率等领域，均来自年报原文，足以支撑风险判断。
output/risk_exposure_sw3_430101_25_strict/02_stage2/A000011_2023/A000011_2023_risk_exposure.json,A000011,深物业A,2023,A000011_2023,供应商集中度风险,供应链,采购集中度,3,"前五名供应商合计采购金额占年度采购总额比例 | 61.79% || 序号 | 供应商名称 | 采购额（元） | 占年度采购总额比例 1 | 中建三局第一建设工程有限责任公司 | 826,670,146.63 | 51.68%",前五名供应商采购占比高达61.79%，其中第一大供应商中建三局占51.68%，采购过度集中，一旦主要供应商出现问题将严重影响项目建设和成本。 || 第一大供应商采购额占年度采购总额的51.68%，具有绝对依赖关系，供应链中断风险极高。,前五名供应商合计采购占比61.79%，且第一名占比超过50%，采购集中度极高，对单一供应商依赖强，供应链断裂风险较大。,,前五名供应商采购占比: 61.79% || 第一大供应商采购占比: 51.68%,False,sufficient,False,证据覆盖主要财务指标、集中度、融资、诉讼、汇率等领域，均来自年报原文，足以支撑风险判断。
output/risk_exposure_sw3_430101_25_strict/02_stage2/A000011_2023/A000011_2023_risk_exposure.json,A000011,深物业A,2023,A000011_2023,客户集中度风险,客户信用/集中度,客户集中度,2,"前五名客户合计销售金额占年度销售总额比例 | 39.32% || 序号 | 客户名称 | 销售额（元) | 占年度销售总额比例 1 | 法人1 | 977,069,378.47 | 32.95%",前五名客户销售占比39.32%，其中第一大客户占比32.95%，客户集中度较高，若主要客户流失将影响收入稳定。 || 第一大客户销售额占年度销售总额的32.95%，依赖程度较高，存在客户集中风险。,前五名客户销售占比39.32%，第一大客户占比32.95%，客户集中度较高但未超过50%，暴露程度中等。,法人2与公司存在同一控制关系，可能降低信用风险,前五名客户销售占比: 39.32% || 第一大客户销售占比: 32.95%,False,sufficient,False,证据覆盖主要财务指标、集中度、融资、诉讼、汇率等领域，均来自年报原文，足以支撑风险判断。
output/risk_exposure_sw3_430101_25_strict/02_stage2/A000011_2023/A000011_2023_risk_exposure.json,A000011,深物业A,2023,A000011_2023,融资风险,财务流动性,外部融资依赖,2,公司积极增加土地储备，加速业务发展，在此过程中需投入大量的资金用于土地获取和项目开发。公司项目开发资金来源除自有资金外，还需要通过银行借款、发行有价证券等方式进行外部融资。,公司明确提及需大量资金用于土地储备和项目开发，且依赖外部融资，若融资环境变化或公司信用下降可能面临资金短缺。,公司主动披露需大量外部融资支持业务发展，但公司也声明财务状况稳健，风险暴露程度中等。,公司目前财务状况稳健、资信状况良好，未来将进一步严控财务风险，积极探索多种融资途径,对外部融资的依赖程度（定性描述）,False,sufficient,False,证据覆盖主要财务指标、集中度、融资、诉讼、汇率等领域，均来自年报原文，足以支撑风险判断。
output/risk_exposure_sw3_430101_25_strict/02_stage2/A000011_2023/A000011_2023_risk_exposure.json,A000011,深物业A,2023,A000011_2023,诉讼合规与资产冻结风险,诉讼合规治理,诉讼冻结,2,"期末使用权受到限制的货币资金中，存在 3,000,000.00元系子公司深圳市设施之家科技有限公司因合同纠纷诉前保全被法院冻结。 || 期末使用权受到限制的货币资金中，存在 90,000.00元系子公司深物业集团徐州大彭房地产开发有限公司房屋买卖合同纠纷案被冻结受限资金。 || 期末使用权受到限制的货币资金中，存在 18,570.85元系子公司深圳市保税区保安服务有限公司因劳动仲裁案被冻结受限资金。",子公司因合同纠纷导致300万元资金被法院冻结，显示诉讼风险已直接造成资产受限。 || 另一子公司因房屋买卖合同纠纷被冻结9万元，进一步说明公司涉诉事项较多，可能影响经营和声誉。 || 劳动仲裁导致资金冻结，反映人力资源合规领域的诉讼风险。,多个子公司因合同纠纷、房屋买卖纠纷、劳动仲裁等导致资金被冻结，虽然金额不大，但涉及面广，表明公司存在诉讼合规风险。,,"因诉讼被冻结的货币资金金额：合计约3,108,570.85元",False,sufficient,False,证据覆盖主要财务指标、集中度、融资、诉讼、汇率等领域，均来自年报原文，足以支撑风险判断。
output/risk_exposure_sw3_430101_25_strict/02_stage2/A000011_2023/A000011_2023_risk_exposure.json,A000011,深物业A,2023,A000011_2023,汇率波动风险,汇率利率,汇率变动,1,其他变动系汇率变化影响。,公司以公允价值计量的资产和负债中，变动部分归因于汇率变化，表明存在汇率波动风险，但未提供具体金额或量化影响。,仅提及汇率变化对公允价值计量产生影响，但无具体金额或重大程度描述，暴露程度低。,,汇率变动对公允价值计量的影响（定性）,False,sufficient,False,证据覆盖主要财务指标、集中度、融资、诉讼、汇率等领域，均来自年报原文，足以支撑风险判断。
output/risk_exposure_sw3_430101_25_strict/02_stage2/A000014_2023/A000014_2023_risk_exposure.json,A000014,沙河股份,2023,A000014_2023,存货减值风险,市场价格,存货可变现净值,2,"我们在审计中识别出的关键审计事项为存货可变现净值的评估： || 存货 | 1, 568,924, 599.38 | 62.45% | 1,907,086,088. 72 | 63.77% | -1.32%",存货可变现净值评估被列为关键审计事项，表明管理层对存货减值估计具有重大不确定性，且对财务报表影响重大。 || 存货占总资产62.45%，金额巨大，若市场价格下跌或项目销售不畅，可能面临减值风险。,存货是公司最主要的资产，且可变现净值评估被列为关键审计事项，表明减值风险对财务报表具有重大潜在影响。,,存货占总资产比例62.45% || 存货金额15.69亿,False,sufficient,False,基于存货、地区、供应商、担保和现金流波动等证据，识别了五项主要风险。
output/risk_exposure_sw3_430101_25_strict/02_stage2/A000014_2023/A000014_2023_risk_exposure.json,A000014,沙河股份,2023,A000014_2023,业务地区集中风险,需求周期,区域市场依赖,3,"湖南长沙 | 712,207,897. 02 | 51.27% | 741,031,743. 25 | 97.04% | -3.89% || 广东深圳 | 653,487,374. 05 | 47.04% | 9,431,191.31 | 1.24% | 6,829.00%",长沙地区营业收入占公司总营业收入的51.27%，是最主要的收入来源，单一地区依赖度高。 || 深圳地区营业收入占47.04%，与长沙合计超过98%，公司收入几乎完全依赖这两个地区，一旦任一地区市场下行，将对公司业绩产生重大影响。,公司营业收入高度集中于湖南长沙和广东深圳两个地区，占比合计超过98%，地区集中度极高，面临区域房地产市场波动的重大风险。,,湖南长沙收入占比51.27% || 广东深圳收入占比47.04% || 合计98.31%,False,sufficient,False,基于存货、地区、供应商、担保和现金流波动等证据，识别了五项主要风险。
output/risk_exposure_sw3_430101_25_strict/02_stage2/A000014_2023/A000014_2023_risk_exposure.json,A000014,沙河股份,2023,A000014_2023,供应商集中风险,供应链,采购集中度,2,"前五名供应商合计采购金额（元） | 92,383,315. 10 前五名供应商合计采购金额占年度采购总额比例 | 41. 57%",前五名供应商采购额占年度采购总额的41.57%，其中第一大供应商占10.37%，存在一定供应商集中风险，若主要供应商出现问题可能影响项目进度和成本。,前五名供应商合计采购比例超过40%，表明公司对主要供应商存在一定依赖，可能影响供应链稳定性。,,前五名供应商采购占比41.57%,False,sufficient,False,基于存货、地区、供应商、担保和现金流波动等证据，识别了五项主要风险。
output/risk_exposure_sw3_430101_25_strict/02_stage2/A000014_2023/A000014_2023_risk_exposure.json,A000014,沙河股份,2023,A000014_2023,商品房承购人按揭贷款担保风险,客户信用/集中度,个人客户信用,2,"报告期内，公司共向商品房承购人因银行抵押贷款提供 32,044.52万元担保，其中：长沙公司 15,151.26万元，新乡公司 16,810.81 万元。",公司为购房者提供按揭贷款担保，担保余额3.2亿元，若购房者违约，公司需承担代偿责任，形成或有负债。,担保金额3.2亿，相当于总资产12.8%，一旦大规模违约将对现金流产生压力。,,"担保金额32,044.52万元 || 长沙公司15,151.26万元 || 新乡公司16,810.81万元",False,sufficient,False,基于存货、地区、供应商、担保和现金流波动等证据，识别了五项主要风险。
output/risk_exposure_sw3_430101_25_strict/02_stage2/A000014_2023/A000014_2023_risk_exposure.json,A000014,沙河股份,2023,A000014_2023,经营活动现金流波动风险,财务流动性,现金流波动,2,"经营活动产生的现金流量净额 | 405,524,766.19 | -14, 721, 486. 36 | -108,292,368.40 | 197,401,102.70",公司经营活动现金流季度间波动巨大，第一季度净流入4.05亿，第二、三季度连续净流出，显示房地产项目回款不均衡，可能带来短期流动性压力。,经营活动现金流为负的季度表明公司依赖外部融资或自有资金维持运营，存在流动性管理风险。,,季度现金流波动范围从-1.08亿到4.05亿,False,sufficient,False,基于存货、地区、供应商、担保和现金流波动等证据，识别了五项主要风险。
output/risk_exposure_sw3_430101_25_strict/02_stage2/A000029_2023/A000029_2023_risk_exposure.json,A000029,深深房Ａ,2023,A000029_2023,房地产市场需求下行导致去化困难,需求周期,房地产市场需求低迷,3,楼市持续低迷导致公司存量项目去化难度加大，同时公司现存开发用地资源储备不足，新业务拓展尚未有实质成果，企业经营发展承压。 || 受市场、开发周期影响，公司房地产销售量同比下降 43.19%,本条原文直接陈述楼市低迷导致项目去化困难，表明需求端风险对公司收入产生重大影响。 || 定量证据显示房地产销售量同比下降43.19%，直接验证需求下行对收入的冲击。,楼市持续低迷和销售量大幅下降直接导致公司收入减少，现金流承压，且未来土地储备不足进一步制约增长，属于高暴露风险。,公司计划全力加大项目销售力度，着力推进存量去化 || 有针对性地制定土地拓展计划 || 积极探索符合公司发展实际的新路径,房地产销售量同比下降43.19% || 存量项目去化难度,False,sufficient,False,证据来自年报原文，风险识别直接且可量化，供应商集中度和需求下行有明确数据支撑，存货减值也有明确说明。
output/risk_exposure_sw3_430101_25_strict/02_stage2/A000029_2023/A000029_2023_risk_exposure.json,A000029,深深房Ａ,2023,A000029_2023,供应商集中度过高,供应链,供应商依赖,3,"前五名供应商合计采购金额（元） | 135,980, 783.49 前五名供应商合计采购金额占年度采购总额比例 | 94.52% || 法人一 | 117,030, 547. 22 | 81.34%",前五名供应商采购额占比高达94.52%，表明公司采购高度集中于少数供应商。 || 第一大供应商采购额占比81.34%，存在单一供应商依赖风险。,前五名供应商采购额占比94.52%，且第一大供应商超过80%，一旦供应商出现问题将严重冲击公司成本及项目进度，暴露度高。,,前五名供应商采购额占年度采购总额比例94.52% || 第一名供应商采购额占比81.34%,False,sufficient,False,证据来自年报原文，风险识别直接且可量化，供应商集中度和需求下行有明确数据支撑，存货减值也有明确说明。
output/risk_exposure_sw3_430101_25_strict/02_stage2/A000029_2023/A000029_2023_risk_exposure.json,A000029,深深房Ａ,2023,A000029_2023,存货减值风险,财务流动性,资产减值,2,"存货 | 3,915,215,921.96 | 60.37% | 4,257,109,614. 31 | 74.82% | -14. 45% | 主要是深房林馨苑项目减值所致。",存货占总资产60.37%，且减少14.45%的原因明确为项目减值，说明存在实质性资产价值损失。,存货规模巨大且发生减值，直接影响资产负债表质量和利润，但公司现金流尚可，故定为中等暴露。,公司持续关注项目风险并调整策略,存货占总资产比例60.37% || 存货减少比例14.45%（减值因素）,False,sufficient,False,证据来自年报原文，风险识别直接且可量化，供应商集中度和需求下行有明确数据支撑，存货减值也有明确说明。
output/risk_exposure_sw3_430101_25_strict/02_stage2/A000029_2023/A000029_2023_risk_exposure.json,A000029,深深房Ａ,2023,A000029_2023,土地储备不足制约未来发展,需求周期,资源储备,1,公司现存开发用地资源储备不足，新业务拓展尚未有实质成果，企业经营发展承压。,原文直接披露土地储备不足和新业务未突破，对企业持续经营构成压力，但无量化数据。,土地资源是房地产开发的基础，储备不足将影响未来收入，但当前未产生直接财务损失，暴露程度较低。,公司计划有针对性地制定土地拓展计划 || 积极探索符合公司发展实际的新路径,,False,sufficient,False,证据来自年报原文，风险识别直接且可量化，供应商集中度和需求下行有明确数据支撑，存货减值也有明确说明。
output/risk_exposure_sw3_430101_25_strict/02_stage2/A000036_2023/A000036_2023_risk_exposure.json,A000036,华联控股,2023,A000036_2023,政策调控与行业风险,政策监管,房地产调控,2,1.政策调控与行业风险。房地产已进入调整或深度调整发展阶段，若没有足够的现金流或信贷资金支持，公司拟建项目存在延期开发、延期竣工的风险。,公司明确将政策调控列为风险，指出在房地产调整阶段若缺乏现金流或信贷支持，拟建项目可能延期开发或竣工。,该风险直接影响公司拟建项目的开发进度，可能导致收入延迟确认或成本增加，但风险披露为一般性定性描述，缺乏具体量化数据。,财务部门要做好资金筹措和统筹资金使用，为在建、拟建地产项目提供资金保障和支持,,False,sufficient,False,风险证据主要来源于年报风险因素分析段落和分季度财务数据，证据充分。
output/risk_exposure_sw3_430101_25_strict/02_stage2/A000036_2023/A000036_2023_risk_exposure.json,A000036,华联控股,2023,A000036_2023,产品去化压力导致的经营风险,需求周期,产品去化,3,"2.经营风险。与住宅产品相比，公司目前在售主要为研发办公产品，受区域同类产品供过于求影响，存在去化压力大，产品销售不达预期目标风险。 || 华南地区 | 261,465,962.49 | 46.26% | 2,025,718,751.26 | 86.42% | -87.09%",公司明确产品供过于求导致的去化压力，可能使销售不达预期，直接冲击收入。 || 2023年华南地区营业收入同比大幅下降87.09%，印证了区域同类产品供过于求导致的销售压力。,房产销售是公司核心业务，华南地区收入下降87%直接减少收入，且风险因素明确指出了去化压力。,,华南地区营业收入比上年同期增减: -87.09%,False,sufficient,False,风险证据主要来源于年报风险因素分析段落和分季度财务数据，证据充分。
output/risk_exposure_sw3_430101_25_strict/02_stage2/A000036_2023/A000036_2023_risk_exposure.json,A000036,华联控股,2023,A000036_2023,现金流紧张风险,财务流动性,经营活动现金流,3,"经营活动产生的现金流量净额 | -324,202,909.61 | -686,218,067.33 | 64,631,773.68 | 7,669,890.93",2023年第一、二季度经营活动现金净流量为较大负数，全年合计约-9.38亿元，显示公司经营性现金净流出，流动性压力显著。,全年经营活动现金流为负，且金额超过9亿元，直接影响公司支付能力、偿债能力和持续经营。,财务部门要做好资金筹措和统筹资金使用，为在建、拟建地产项目提供资金保障和支持,经营活动产生的现金流量净额年度合计约-9.38亿元,False,sufficient,False,风险证据主要来源于年报风险因素分析段落和分季度财务数据，证据充分。
output/risk_exposure_sw3_430101_25_strict/02_stage2/A000036_2023/A000036_2023_risk_exposure.json,A000036,华联控股,2023,A000036_2023,城市更新政策变化风险,政策监管,城市更新,2,4.其他风险。城市更新政策变化及不可控性会直接影响公司城市更新项目的开发定位、产品属性和产品结构、申报进度及开发周期，正在申报的城市更新项目存在延期开发、申报结果存在不确定性等风险。,城市更新政策不确定性可能影响项目定位、进度和结果，导致项目延期或变更。,风险为定性描述，无量化数据，但政策变化可能对具体项目产生实质性影响。,,,False,sufficient,False,风险证据主要来源于年报风险因素分析段落和分季度财务数据，证据充分。
output/risk_exposure_sw3_430101_25_strict/02_stage2/A000042_2023/A000042_2023_risk_exposure.json,A000042,中洲控股,2023,A000042_2023,房地产市场需求下行,需求周期,行业周期,3,2023 年房地产行业仍受重挫，尽管政策已基本筑底，市场在逐步恢复，但当前市场端的转暖以及政策端利好传导到末端的中小型民营企业仍有待时间去验证，且居民收入预期弱、房价下跌预期仍在，该因素依然制约着市场修复的节奏。,年报明确描述2023年房地产行业受重挫，市场转暖传导缓慢，居民收入预期弱、房价下跌预期持续，直接制约市场修复，说明公司面临巨大的需求端风险。,该证据直接说明行业整体下行、需求疲软且预期不佳，公司作为房地产企业销售和收入受严重影响，证据中未提及缓释措施，暴露程度高。,公司采取一城一策、一盘一策营销原则，全力推行全民营销 || 加强政策及市场研判，及时调整经营策略,房地产销售面积、销售金额同比变化 || 营业收入同比变化,False,sufficient,False,"Evidence quotes are directly from the annual report, covering key risk areas with quantifiable data for two high-severity risks and clear descriptions for moderate risks."
